,error_type,annotation,prediction,token,full_text,sample_id,0
155,FN,ORGANIZATION,O,Datamarket,"Nikolaj spent a year at Datamarket as the assistant to Nikolaj Petrussen, and the following year at Sigfig in Camuns, which later became Suddath in 2002.",,
156,FN,ORGANIZATION,O,Sigfig,"Nikolaj spent a year at Datamarket as the assistant to Nikolaj Petrussen, and the following year at Sigfig in Camuns, which later became Suddath in 2002.",,
157,FN,ORGANIZATION,O,Suddath,"Nikolaj spent a year at Datamarket as the assistant to Nikolaj Petrussen, and the following year at Sigfig in Camuns, which later became Suddath in 2002.",,
158,FN,ORGANIZATION,O,Jones,"The Jones, Smith and Davis Orchestra was founded in 1988. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Switzerland",,
159,FN,ORGANIZATION,O,Smith,"The Jones, Smith and Davis Orchestra was founded in 1988. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Switzerland",,
160,FN,ORGANIZATION,O,Davis,"The Jones, Smith and Davis Orchestra was founded in 1988. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Switzerland",,
161,FN,ORGANIZATION,O,Opencounter,"??? Freja Clausen
??? Opencounter
??? 83854 Strickstrasse 61
??? Suite 292
??? Zuoz
??? Switzerland 53730",,
162,FN,ORGANIZATION,O,Corelogic,"We'll meet Monday at Corelogic, 0896 69 Farnell Street, LOOMBAH",,
163,FN,ORGANIZATION,O,Ellis,I work for Ellis-Ingram,,
164,FN,ORGANIZATION,O,Ingram,I work for Ellis-Ingram,,
165,FN,ORGANIZATION,O,Johnson,"??? Hafþór Smárason
??? Johnson Inc.
??? 4923 Parmova 109
??? Suite 380
??? Maribor
??? Slovenia 82709",,
166,FN,ORGANIZATION,O,48,I work for 48 Factoring Inc,,
167,FN,ORGANIZATION,O,Factoring,I work for 48 Factoring Inc,,
168,FN,ORGANIZATION,O,Barnett,">Alberico Rizzo
>Barnett, Melton and Garcia
>Alberico Rizzo
>770 26 rue des lieutemants Thomazo
>Apt. 735
>DOLE
>France 35910",,
169,FN,ORGANIZATION,O,Intermap,"I used to work for Intermap Technologies as X-ray technician, but quit a few months ago. Now I'm unemployed.",,
170,FN,ORGANIZATION,O,Technologies,"I used to work for Intermap Technologies as X-ray technician, but quit a few months ago. Now I'm unemployed.",,
171,FN,ORGANIZATION,O,Standard,Standard And Poors is a design agency based in GUÉRET.,,
172,FN,ORGANIZATION,O,Poors,Standard And Poors is a design agency based in GUÉRET.,,
173,FN,ORGANIZATION,O,Asc,"The Asc Partners Orchestra was founded in 2004. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Hungary",,
174,FN,ORGANIZATION,O,Partners,"The Asc Partners Orchestra was founded in 2004. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Hungary",,
175,FN,ORGANIZATION,O,Standard,"Mission Statement: This non-profit founded by radio executives ""serves as an advocate for the value of music"" and ""supports its songwriters, composers and publishers by taking care of an important aspect of their careers ג€“ getting paid,"" according to the Standard And Poors website. They offer blanket music licenses to businesses and organizations that allow them to play nearly 13 million musical works.",,
176,FN,ORGANIZATION,O,Poors,"Mission Statement: This non-profit founded by radio executives ""serves as an advocate for the value of music"" and ""supports its songwriters, composers and publishers by taking care of an important aspect of their careers ג€“ getting paid,"" according to the Standard And Poors website. They offer blanket music licenses to businesses and organizations that allow them to play nearly 13 million musical works.",,
177,FN,ORGANIZATION,O,Intelius,"The address of Intelius is 5112 39 Rue Ibn El-Jazzar
 Apt. 243
 Cite Belle Vue
 Tunisia 99827",,
178,FN,ORGANIZATION,O,stillwater,"aksel kristensen
stillwater supercomputing inc.
psc 5420, box 2708
apo aa 33879
mobile: 99 577450
desk: +1-604-696-5272x565
fax: +41 (0)71 526 99 04",,
179,FN,ORGANIZATION,O,supercomputing,"aksel kristensen
stillwater supercomputing inc.
psc 5420, box 2708
apo aa 33879
mobile: 99 577450
desk: +1-604-696-5272x565
fax: +41 (0)71 526 99 04",,
180,FN,ORGANIZATION,O,Cityscan,">Marta Palermo
>Cityscan
>Marta Palermo
>1072 Pohlstrasse 9
>Suite 858
>Börßum
>Germany 74285",,
181,FN,ORGANIZATION,O,Sp,"During 2008, Sp Capital Iq invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
182,FN,ORGANIZATION,O,Capital,"During 2008, Sp Capital Iq invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
183,FN,ORGANIZATION,O,Iq,"During 2008, Sp Capital Iq invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
184,FN,ORGANIZATION,O,Estately,Estately songwriter Michele Østrem employs corporate lingo in the first verse of her Forrester Research resignation Letter,,
185,FN,ORGANIZATION,O,Forrester,Estately songwriter Michele Østrem employs corporate lingo in the first verse of her Forrester Research resignation Letter,,
186,FN,ORGANIZATION,O,Research,Estately songwriter Michele Østrem employs corporate lingo in the first verse of her Forrester Research resignation Letter,,
187,FN,ORGANIZATION,O,News,I work for Us News Schools,,
188,FN,ORGANIZATION,O,Schools,I work for Us News Schools,,
189,FN,ORGANIZATION,O,stillwater,selma is from stillwater supercomputing inc.,,
190,FN,ORGANIZATION,O,supercomputing,selma is from stillwater supercomputing inc.,,
191,FN,ORGANIZATION,O,National,"National Van Lines is the brainchild of our 3 founders: Brabec, Doyle and Gonzalez.  The idea was born (on the beach) while they were constructing a website to be the basis of another start-up idea.",,
192,FN,ORGANIZATION,O,Van,"National Van Lines is the brainchild of our 3 founders: Brabec, Doyle and Gonzalez.  The idea was born (on the beach) while they were constructing a website to be the basis of another start-up idea.",,
193,FN,ORGANIZATION,O,Lines,"National Van Lines is the brainchild of our 3 founders: Brabec, Doyle and Gonzalez.  The idea was born (on the beach) while they were constructing a website to be the basis of another start-up idea.",,
194,FN,ORGANIZATION,O,Ussearch,">Fletcher Hill
>Ussearch
>Fletcher Hill
>3654 Brixtonlaan 380
>Suite 727
>Charleroi
>Belgium 42940",,
195,FN,ORGANIZATION,O,Legistorm,"The Legistorm office is at 475 Breivangvegen 38 Suite 490
KRISTIANSUND N
, nan
 Norway 61682",,
196,FN,ORGANIZATION,O,Fernandez,"Rościsław Dudek of Lexisnexis is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Dobrosław Tomaszewski of Fernandez Inc., Owens, Duran and Oneal's Mrs. Kathrine Filemonsen DDS, Yuito Hirai of Reed Elsevier's, Abby Holloway of Opencounter, and Pave's Irena Bílá.",,
197,FN,ORGANIZATION,O,Oneal,"Rościsław Dudek of Lexisnexis is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Dobrosław Tomaszewski of Fernandez Inc., Owens, Duran and Oneal's Mrs. Kathrine Filemonsen DDS, Yuito Hirai of Reed Elsevier's, Abby Holloway of Opencounter, and Pave's Irena Bílá.",,
198,FN,ORGANIZATION,O,Reed,"Rościsław Dudek of Lexisnexis is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Dobrosław Tomaszewski of Fernandez Inc., Owens, Duran and Oneal's Mrs. Kathrine Filemonsen DDS, Yuito Hirai of Reed Elsevier's, Abby Holloway of Opencounter, and Pave's Irena Bílá.",,
199,FN,ORGANIZATION,O,Elsevier,"Rościsław Dudek of Lexisnexis is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Dobrosław Tomaszewski of Fernandez Inc., Owens, Duran and Oneal's Mrs. Kathrine Filemonsen DDS, Yuito Hirai of Reed Elsevier's, Abby Holloway of Opencounter, and Pave's Irena Bílá.",,
200,FN,ORGANIZATION,O,Opencounter,"Rościsław Dudek of Lexisnexis is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Dobrosław Tomaszewski of Fernandez Inc., Owens, Duran and Oneal's Mrs. Kathrine Filemonsen DDS, Yuito Hirai of Reed Elsevier's, Abby Holloway of Opencounter, and Pave's Irena Bílá.",,
201,FN,ORGANIZATION,O,Pave,"Rościsław Dudek of Lexisnexis is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Dobrosław Tomaszewski of Fernandez Inc., Owens, Duran and Oneal's Mrs. Kathrine Filemonsen DDS, Yuito Hirai of Reed Elsevier's, Abby Holloway of Opencounter, and Pave's Irena Bílá.",,
202,FN,ORGANIZATION,O,Allianz,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support Allianz in Acquapendente 1021 in its mission to become a market-leading solution.,,
203,FN,ORGANIZATION,O,Tableau,Tableau Software songwriter Alena Preclíková employs corporate lingo in the first verse of her Certara resignation Letter,,
204,FN,ORGANIZATION,O,Software,Tableau Software songwriter Alena Preclíková employs corporate lingo in the first verse of her Certara resignation Letter,,
205,FN,ORGANIZATION,O,Certara,Tableau Software songwriter Alena Preclíková employs corporate lingo in the first verse of her Certara resignation Letter,,
206,FN,ORGANIZATION,O,Placeilivecom,"Cormac Allan
Echocardiographer
Placeilivecom
338 17 St Omers Road, Beauwelz, Belgium",,
207,FN,ORGANIZATION,O,Palantir,">Matthew Abramov
>Palantir Technologies
>Matthew Abramov
>727 Gesterbyntie 68
>Suite 377
>HYVINKÄÄ
>Finland 41600",,
208,FN,ORGANIZATION,O,Technologies,">Matthew Abramov
>Palantir Technologies
>Matthew Abramov
>727 Gesterbyntie 68
>Suite 377
>HYVINKÄÄ
>Finland 41600",,
209,FN,ORGANIZATION,O,Slashdb,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support Slashdb in ARENDAL 4844 in its mission to become a market-leading solution.,,
210,FN,ORGANIZATION,O,Careset,"During 1972, Careset Systems invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
211,FN,ORGANIZATION,O,Systems,"During 1972, Careset Systems invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
212,FN,ORGANIZATION,O,Weber,"Megan Carey
Weber-Santana
USNS Bergman
FPO AP 93757
Mobile: 0341 8387176
Desk: +41 (0)85 806 98 67
Fax: 463-612-6138x036",,
213,FN,ORGANIZATION,O,Santana,"Megan Carey
Weber-Santana
USNS Bergman
FPO AP 93757
Mobile: 0341 8387176
Desk: +41 (0)85 806 98 67
Fax: 463-612-6138x036",,
214,FN,ORGANIZATION,O,Transunion,"The address of Transunion is PSC 7589, Box 0572
APO AE 20040",,
215,FN,ORGANIZATION,O,Solarlist,"The address of Solarlist is USCGC Khadzhiyev
FPO AA 65607",,
216,FN,ORGANIZATION,O,3,Cleopatra Mordvinova from 3 Round Stones Inc is the keynote speaker,,
217,FN,ORGANIZATION,O,Round,Cleopatra Mordvinova from 3 Round Stones Inc is the keynote speaker,,
218,FN,ORGANIZATION,O,Stones,Cleopatra Mordvinova from 3 Round Stones Inc is the keynote speaker,,
219,FN,ORGANIZATION,O,Thomas,Thomas and Sons is an Brazil multinational investment bank and financial services company,,
220,FN,ORGANIZATION,O,Sons,Thomas and Sons is an Brazil multinational investment bank and financial services company,,
221,FN,ORGANIZATION,O,Barnett,"Barnett, Melton and Garcia songwriter Samantha Bašić employs corporate lingo in the first verse of her Rivet Software resignation Letter",,
222,FN,ORGANIZATION,O,Melton,"Barnett, Melton and Garcia songwriter Samantha Bašić employs corporate lingo in the first verse of her Rivet Software resignation Letter",,
223,FN,ORGANIZATION,O,Rivet,"Barnett, Melton and Garcia songwriter Samantha Bašić employs corporate lingo in the first verse of her Rivet Software resignation Letter",,
224,FN,ORGANIZATION,O,Software,"Barnett, Melton and Garcia songwriter Samantha Bašić employs corporate lingo in the first verse of her Rivet Software resignation Letter",,
225,FN,ORGANIZATION,O,Nera,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Voorburg: Nera Economic Consulting, Blackrock and Greatschools. ""Don't feed me planned obsolescence,"" says Clara R. Dickson in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
226,FN,ORGANIZATION,O,Economic,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Voorburg: Nera Economic Consulting, Blackrock and Greatschools. ""Don't feed me planned obsolescence,"" says Clara R. Dickson in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
227,FN,ORGANIZATION,O,Consulting,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Voorburg: Nera Economic Consulting, Blackrock and Greatschools. ""Don't feed me planned obsolescence,"" says Clara R. Dickson in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
228,FN,ORGANIZATION,O,Locavore,"We'll meet Tuesday at Locavore, 641 Dašická 688, Turkovice u Prelouce",,
229,FN,ORGANIZATION,O,Deloitte,"I used to work for Deloitte as Midwife, but quit a few months ago. Now I'm unemployed.",,
230,FN,ORGANIZATION,O,Morgan,"Morgan Stanley

30866 Ránargata 87 Apt. 652 Apt. 949, Tallinn, Estonia 02151",,
231,FN,ORGANIZATION,O,Stanley,"Morgan Stanley

30866 Ránargata 87 Apt. 652 Apt. 949, Tallinn, Estonia 02151",,
232,FN,ORGANIZATION,O,Google,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support Google Public Data Explorer in ÖVERTURINGEN 840 24 in its mission to become a market-leading solution.,,
233,FN,ORGANIZATION,O,Public,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support Google Public Data Explorer in ÖVERTURINGEN 840 24 in its mission to become a market-leading solution.,,
234,FN,ORGANIZATION,O,Data,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support Google Public Data Explorer in ÖVERTURINGEN 840 24 in its mission to become a market-leading solution.,,
235,FN,ORGANIZATION,O,Explorer,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support Google Public Data Explorer in ÖVERTURINGEN 840 24 in its mission to become a market-leading solution.,,
236,FN,ORGANIZATION,O,Overture,"??? Csenger Gábor
??? Overture Technologies
??? 78321 Ombù 9091
??? Suite 967
??? Constitución
??? Uruguay 33963",,
237,FN,ORGANIZATION,O,Technologies,"??? Csenger Gábor
??? Overture Technologies
??? 78321 Ombù 9091
??? Suite 967
??? Constitución
??? Uruguay 33963",,
238,FN,ORGANIZATION,O,Red,"??? Linneo Medrano
??? American Red Ball Movers
??? 79367 Nybyvägen 65
??? Suite 824
??? ANKARSRUM
??? Sweden 67626",,
239,FN,ORGANIZATION,O,Ball,"??? Linneo Medrano
??? American Red Ball Movers
??? 79367 Nybyvägen 65
??? Suite 824
??? ANKARSRUM
??? Sweden 67626",,
240,FN,ORGANIZATION,O,Movers,"??? Linneo Medrano
??? American Red Ball Movers
??? 79367 Nybyvägen 65
??? Suite 824
??? ANKARSRUM
??? Sweden 67626",,
241,FN,ORGANIZATION,O,Symcat,"The Symcat Orchestra was founded in 1983. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Czech Republic",,
242,FN,ORGANIZATION,O,NATO,"I used to work for NATO as Passenger booking clerk, but quit a few months ago. Now I'm unemployed.",,
243,FN,ORGANIZATION,O,Uber,"Mission Statement: This non-profit founded by radio executives ""serves as an advocate for the value of music"" and ""supports its songwriters, composers and publishers by taking care of an important aspect of their careers ג€“ getting paid,"" according to the Uber website. They offer blanket music licenses to businesses and organizations that allow them to play nearly 13 million musical works.",,
244,FN,ORGANIZATION,O,Teradata,"Jens spent a year at Teradata as the assistant to Jens Kreutzmann, and the following year at Ngap Incorporated in KATRINEHOLM, which later became Loqate Inc in 2004.",,
245,FN,ORGANIZATION,O,Ngap,"Jens spent a year at Teradata as the assistant to Jens Kreutzmann, and the following year at Ngap Incorporated in KATRINEHOLM, which later became Loqate Inc in 2004.",,
246,FN,ORGANIZATION,O,Incorporated,"Jens spent a year at Teradata as the assistant to Jens Kreutzmann, and the following year at Ngap Incorporated in KATRINEHOLM, which later became Loqate Inc in 2004.",,
247,FN,ORGANIZATION,O,Loqate,"Jens spent a year at Teradata as the assistant to Jens Kreutzmann, and the following year at Ngap Incorporated in KATRINEHOLM, which later became Loqate Inc in 2004.",,
248,FN,ORGANIZATION,O,Fernandez,"Vilma Holm of Here is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Vidica Zakoč of Fernandez Inc., Bridgewater's Parker Suknović, Vladimír Jára of Civis Analytics's, Josef Mališ of Importio, and Evans-Bonilla's Tânia Souza.",,
249,FN,ORGANIZATION,O,Civis,"Vilma Holm of Here is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Vidica Zakoč of Fernandez Inc., Bridgewater's Parker Suknović, Vladimír Jára of Civis Analytics's, Josef Mališ of Importio, and Evans-Bonilla's Tânia Souza.",,
250,FN,ORGANIZATION,O,Analytics,"Vilma Holm of Here is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Vidica Zakoč of Fernandez Inc., Bridgewater's Parker Suknović, Vladimír Jára of Civis Analytics's, Josef Mališ of Importio, and Evans-Bonilla's Tânia Souza.",,
251,FN,ORGANIZATION,O,Importio,"Vilma Holm of Here is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Vidica Zakoč of Fernandez Inc., Bridgewater's Parker Suknović, Vladimír Jára of Civis Analytics's, Josef Mališ of Importio, and Evans-Bonilla's Tânia Souza.",,
252,FN,ORGANIZATION,O,Evans,"Vilma Holm of Here is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Vidica Zakoč of Fernandez Inc., Bridgewater's Parker Suknović, Vladimír Jára of Civis Analytics's, Josef Mališ of Importio, and Evans-Bonilla's Tânia Souza.",,
253,FN,ORGANIZATION,O,Bonilla,"Vilma Holm of Here is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Vidica Zakoč of Fernandez Inc., Bridgewater's Parker Suknović, Vladimír Jára of Civis Analytics's, Josef Mališ of Importio, and Evans-Bonilla's Tânia Souza.",,
254,FN,ORGANIZATION,O,Onvia,"Idris Ibragimov
Onvia
1317 Kimberly Way Laidlaw Green
 Apt. 962
 Grand Rapids
 United States 21959
Mobile: 737 219 628
Desk: 5403926876
Fax: +41 (0)62 585 51 90",,
255,FN,ORGANIZATION,O,Amazon,"Amazon Web Services

9092 Avda. Generalísimo 6 Apt. 868
Paulista
, PE
 Brazil 55179",,
256,FN,ORGANIZATION,O,Web,"Amazon Web Services

9092 Avda. Generalísimo 6 Apt. 868
Paulista
, PE
 Brazil 55179",,
257,FN,ORGANIZATION,O,Services,"Amazon Web Services

9092 Avda. Generalísimo 6 Apt. 868
Paulista
, PE
 Brazil 55179",,
258,FN,ORGANIZATION,O,Chemical,I work for Chemical Abstracts Service,,
259,FN,ORGANIZATION,O,Abstracts,I work for Chemical Abstracts Service,,
260,FN,ORGANIZATION,O,Service,I work for Chemical Abstracts Service,,
261,FN,ORGANIZATION,O,datamade,the frank freud version recorded for datamade became the first celebrity recording by a classical musician to sell one million copies. the song was awarded the seventh gold disc ever granted.,,
262,FN,ORGANIZATION,O,U.N.,The U.N. office is at 2519 Semperweg 150 Suite 691 Birmensdorf nan,,
263,FN,ORGANIZATION,O,Spotherocom,"??? Daniel Andreasen
??? Spotherocom
??? 2274 Via delle Coste 41
??? Apt. 322
??? Colle Di Tora
??? Italy 95787",,
264,FN,ORGANIZATION,O,Boston,"I used to work for Boston Consulting Group as Singer, but quit a few months ago. Now I'm unemployed.",,
265,FN,ORGANIZATION,O,Consulting,"I used to work for Boston Consulting Group as Singer, but quit a few months ago. Now I'm unemployed.",,
266,FN,ORGANIZATION,O,Group,"I used to work for Boston Consulting Group as Singer, but quit a few months ago. Now I'm unemployed.",,
267,FN,ORGANIZATION,O,Hill,Hill Inc. is an American multinational investment bank and financial services company,,
268,FN,ORGANIZATION,O,Expert,The address of Expert Health Data Programming Inc is Anne-Lotte and Aqqusinersuaq 99,,
269,FN,ORGANIZATION,O,Health,The address of Expert Health Data Programming Inc is Anne-Lotte and Aqqusinersuaq 99,,
270,FN,ORGANIZATION,O,Data,The address of Expert Health Data Programming Inc is Anne-Lotte and Aqqusinersuaq 99,,
271,FN,ORGANIZATION,O,Programming,The address of Expert Health Data Programming Inc is Anne-Lotte and Aqqusinersuaq 99,,
272,FN,ORGANIZATION,O,Costquest,"Mission Statement: This non-profit founded by radio executives ""serves as an advocate for the value of music"" and ""supports its songwriters, composers and publishers by taking care of an important aspect of their careers ג€“ getting paid,"" according to the Costquest website. They offer blanket music licenses to businesses and organizations that allow them to play nearly 13 million musical works.",,
273,FN,ORGANIZATION,O,Nera,Nera Economic Consulting is an Swedish multinational investment bank and financial services company,,
274,FN,ORGANIZATION,O,Economic,Nera Economic Consulting is an Swedish multinational investment bank and financial services company,,
275,FN,ORGANIZATION,O,Consulting,Nera Economic Consulting is an Swedish multinational investment bank and financial services company,,
276,FN,ORGANIZATION,O,Nera,"During 1980, Nera Economic Consulting invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
277,FN,ORGANIZATION,O,Economic,"During 1980, Nera Economic Consulting invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
278,FN,ORGANIZATION,O,Consulting,"During 1980, Nera Economic Consulting invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
279,FN,ORGANIZATION,O,Zonability,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support Zonability in Tokoza Ext 1426 in its mission to become a market-leading solution.,,
280,FN,ORGANIZATION,O,Infocommerce,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Messina: Infocommerce Group, Citigroup and 3 Round Stones Inc. ""Don't feed me planned obsolescence,"" says Cettina Fanucci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
281,FN,ORGANIZATION,O,Group,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Messina: Infocommerce Group, Citigroup and 3 Round Stones Inc. ""Don't feed me planned obsolescence,"" says Cettina Fanucci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
282,FN,ORGANIZATION,O,Citigroup,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Messina: Infocommerce Group, Citigroup and 3 Round Stones Inc. ""Don't feed me planned obsolescence,"" says Cettina Fanucci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
283,FN,ORGANIZATION,O,3,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Messina: Infocommerce Group, Citigroup and 3 Round Stones Inc. ""Don't feed me planned obsolescence,"" says Cettina Fanucci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
284,FN,ORGANIZATION,O,Round,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Messina: Infocommerce Group, Citigroup and 3 Round Stones Inc. ""Don't feed me planned obsolescence,"" says Cettina Fanucci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
285,FN,ORGANIZATION,O,Stones,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city Messina: Infocommerce Group, Citigroup and 3 Round Stones Inc. ""Don't feed me planned obsolescence,"" says Cettina Fanucci in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
286,FN,ORGANIZATION,O,Predilytics,Tom I. Holzman from Predilytics is the keynote speaker,,
287,FN,ORGANIZATION,O,Hopstop,"Thomas Svendsen
Assistant property manager
Hopstop
PSC 6477, Box 2981
APO AE 83700",,
288,FN,ORGANIZATION,O,Mint,"The Mint office is at 9243 Avenue d'Ouchy 109 Apt. 758 Suite 263, Montealegre del Castillo, Spain 49079",,
289,FN,ORGANIZATION,O,Karmadata,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city ΛΕΥΚΩΣΙΑ: Optuminsight, Karmadata and Berkery Noyes Mandasoft. ""Don't feed me planned obsolescence,"" says Jana Pátková in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
290,FN,ORGANIZATION,O,Berkery,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city ΛΕΥΚΩΣΙΑ: Optuminsight, Karmadata and Berkery Noyes Mandasoft. ""Don't feed me planned obsolescence,"" says Jana Pátková in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
291,FN,ORGANIZATION,O,Noyes,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city ΛΕΥΚΩΣΙΑ: Optuminsight, Karmadata and Berkery Noyes Mandasoft. ""Don't feed me planned obsolescence,"" says Jana Pátková in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
292,FN,ORGANIZATION,O,Mandasoft,"""The big three"" of The Big Three Killed My Baby are the car manufacturers that dominate the economy of the White Stripes' home city ΛΕΥΚΩΣΙΑ: Optuminsight, Karmadata and Berkery Noyes Mandasoft. ""Don't feed me planned obsolescence,"" says Jana Pátková in an uncharacteristically political song, lamenting the demise of the unions in the 60s.",,
293,FN,ORGANIZATION,O,Golden,"The Golden Helix Orchestra was founded in 1978. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Netherlands",,
294,FN,ORGANIZATION,O,Helix,"The Golden Helix Orchestra was founded in 1978. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Netherlands",,
295,FN,ORGANIZATION,O,Socialeffort,"Mission Statement: This non-profit founded by radio executives ""serves as an advocate for the value of music"" and ""supports its songwriters, composers and publishers by taking care of an important aspect of their careers ג€“ getting paid,"" according to the Socialeffort Inc. website. They offer blanket music licenses to businesses and organizations that allow them to play nearly 13 million musical works.",,
296,FN,ORGANIZATION,O,Vanguard,"During 1984, The Vanguard Group invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
297,FN,ORGANIZATION,O,Group,"During 1984, The Vanguard Group invested heavily in new microprocessor designs fostering the rapid growth of the computer industry.",,
298,FN,ORGANIZATION,O,Smith,"Selina Eldarkhanov
Smith Ltd.
30102 Kaevu 94
Nicosia
, NI
 61089
28-64-66-98 office
930.167.3943 fax
+447700677662 mobile",,
299,FN,ORGANIZATION,O,Ltd.,"Selina Eldarkhanov
Smith Ltd.
30102 Kaevu 94
Nicosia
, NI
 61089
28-64-66-98 office
930.167.3943 fax
+447700677662 mobile",,
300,FN,ORGANIZATION,O,Guidestar,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
301,FN,ORGANIZATION,O,Butler,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
302,FN,ORGANIZATION,O,Peters,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
